HeartRate
98.24
84.04
86.05
60.4
74.75
72.13
80.92
73.67
68.66
71.24
77.15
86.08
97.36
136.41
124.39
99.39
76.33
77.35
103.96
88.11
82.49
66.5
88.64
90.74
93.37
71.97
69.58
64.37
60.44
82.61
79.96
103.43
117.44
111.41
90.7
79.87
87.78
105.58
99.45
91.47
60.7
47.97
62.88
66.59
69.79
75.23
94.02
124.93
106.89
114.4
121.95
150.62
141.63
100.58
72.34
52.73
45.48
44.61
48.25
75.71
85.31
89.11
73.09
97.96
91.93
88.03
83.9
123.79
119.78
102
94.84
102.88
107.47
78.14
66.9
61.1
63.16
63.46
54.12
57.26
67.42
75.26
72.03
62.13
56.44
79.84
82.59
97.15
78.56
85.09
75.72
73.19
87.86
79.43
95.19
102.43
110.37
112.35
103.65
106.88
90.6
91.47
99.3
98.68
73.87
60.15
59.44
70.41
72.03
72.39
73.26
76.22
74.35
69.33
77.26
96.06
105.87
98.22
93.66
130.03
116.98
102.64
81.84
82.79
91.61
98.37
105.34
93.78
69.39
62.34
89.39
85.77
97.27
108.01
116.94
116.94
76.59
67.91
56.33
83.85
85.15
84.79
68.88
67.09
88.09
96.39
97
118.86
95.19
103.97
70.41
82.04
94.98
88.12
88.5
94.41
101.05
91.7
90.09
83.28
88
70.99
82.38
98.13
86.64
97.48
86.36
95.09
78.37
78.9
71.12
73.77
71.45
70.6
64.59
74.34
69.45
74.11
74.56
91.31
90.39
80.65
72.76
75.63
74.53
71.63
72.01
98.1
111.44
101.07
78.23
65
72.71
75.61
116.73
119.78
117.02
74.82
69.88
66.82
81.97
88.31
85.54
95.74
110.24
114.62
90.47
71.32
76.75
77.95
78.16
68.1
63.72
63.41
75.64
85.19
95.67
103.85
98.05
87.58
67.34
65.45
67.07
81.39
81.08
79.87
71.75
74.43
74.74
69.33
68.03
69.88
81.16
88.91
87.28
81.41
87.84
93.54
88.97
76.87
96.82
117.53
122.81
106.69
90.27
102.69
95.3
88
63.83
66.89
84.64
85.58
89.48
76.41
82.34
89.24
88.17
103.32
89.99
91.4
76.82
79.03
84.06
71.4
77.64
72.38
84.89
74.44
73.57
70.12
71.86
73.92
74.58
71.03
70.3
72.95
74.09
72.76
70.34
74.15
92.88
92.54
90.74
76.7
78.13
76.79
75.9
76.03
76.26
76.55
79.55
81.73
92.3
86.98
85.66
72.57
85.1
86.43
86.07
71.98
82.56
100.42
103.21
88.9
71.88
75.51
78.42
73.83
70.92
68.11
72.22
70.38
82.27
84.08
101.36
90.22
100.94
107.35
110.36
98.58
77.49
64.52
62.1
61.71
76.33
80.1
77.78
73.01
59.81
73.11
84.6
96.71
110.98
121.89
124.47
100.7
95.15
92.19
79.45
64.77
75.36
85.87
87.25
77.31
77.31
72.41
69.26
70.79
74.71
76.12
75.21
85.4
88.98
77.55
57.61
51.63
73.9
85.24
92.84
84.95
84.21
81.85
78.76
86.13
87.66
94.3
84.21
77.92
67.2
73.53
75.33
76.54
76.54
66.82
111.36
118.47
133.85
101.66
88.58
85.59
74.36
71.88
71.06
72.93
74.05
84.51
85.56
101.78
132.21
141.25
125.03
84.4
87.95
88.28
88.69
76.11
77.89
76.56
77.85
78.5
77.89
77.89
95.84
96.08
92.65
75.25
76.95
76.95
77.09
76.95
76.06
76.49
67.42
95.81
95.67
122.68
96.9
91.21
69.69
67.28
68.92
67.75
111.05
121.33
132.04
88.1
121.65
126.16
128.94
87.27
78.13
75.56
77.44
63.15
67.24
66.27
76.52
72.01
71.36
70.82
71.66
71.92
73.15
76.81
68.72
110.24
108.46
118.67
67.45
56.29
53.05
64.65
75.08
74.27
70.72
82.71
125.79
137.65
150.17
100.39
92.23
66.14
72.19
68.91
79.76
83.71
86.31
76.11
71.75
68.53
94.94
115.16
159.4
143.19
131.9
97.7
94.97
86.15
79.59
79.78
80.09
80.5
75.16
76.85
74.23
72.6
68.89
70.83
69.71
70.91
71.18
73.94
74.44
70.08
69.05
70.12
69.49
81.65
71.33
77
65.61
75.82
97.77
121.15
111.04
84.92
61.81
76.11
79.59
77.27
72.32
72.32
73.13
74.81
74.94
64.4
62.83
86.79
90.99
90.78
57.78
68.8
60.4
57.4
43.72
58.29
62.47
77.57
63.04
72.18
63.52
69.65
71.4
66.34
66.95
51.92
78.25
71.43
92.11
62.52
62.81
44.65
48.03
49.63
46.41
43.64
61.01
64.69
71.48
59.39
61.68
70.35
79.38
80.99
71.17
72.13
75.96
79.9
82.7
79.87
78.4
78.87
81.45
73.24
71.2
70.38
78.6
76.97
85.13
99.13
96.33
94.42
90.45
93.06
85.15
79.07
74.11
78.26
77.73
77.59
65.34
64.45
61.3
69.21
68.61
71.5
73.36
73.48
74.56
77.46
81.28
80.07
78.22
72.26
67.88
71.87
80.23
73.67
65.51
63.6
83.39
87.45
73.45
63.96
69.45
79.87
81.86
84
85.45
104.58
86.53
76.58
60.29
79.42
96.48
87.38
78.44
72.66
115.46
115.22
122.91
109.12
108.66
96.57
62.03
65.22
57.43
75.35
74.24
72.44
64.67
62.16
71.32
59.82
64.97
71.79
87.76
95.84
84.67
71.16
68
67.2
104.89
98.88
98.69
58.55
52.15
49.25
64.04
79.35
80.31
91.59
69.72
80.79
69.04
75.16
68.75
89.84
87.73
89.14
58.92
63.37
89.7
98.23
100.15
76.35
76.2
76.45
75.65
70.9
69.26
68.41
67.09
65.18
68.73
88.29
90.19
98.74
84.13
84.35
70.81
66.7
67.51
69.79
73.37
73.86
73.53
81.58
92.94
95.56
128.67
128.15
134.85
89.46
77.67
84.88
98.33
141.07
133.03
130.78
101.99
109.72
101.76
101.76
89.42
90.29
84.67
91.2
107.14
108.66
141.77
133.13
122.82
82.89
90.53
90.1
89.96
77.26
78.49
85.23
81.76
83.26
72.15
70.12
89.8
93.09
91.89
67.35
108.51
120.05
136.17
92.65
93.08
90.29
104.18
106.01
105.32
91.11
94.27
99.17
101.72
89.09
77.37
77.63
76.19
89.13
90.81
89.33
63.34
61.79
64.47
76.95
78.65
80.25
79.71
76.87
78.84
79.52
68.47
67.68
67.41
78.45
91.32
92.6
93.23
77.21
76.48
77.54
66.54
66.82
66.02
66.09
67.46
68.69
70.47
55.88
58.04
69.59
84.5
83.53
92.22
103.65
90.08
82.62
84.63
96.04
81.3
64.41
62.45
74.19
70.61
68.36
65.13
63.58
77.49
78.5
81.44
69.13
68.71
88.15
89.51
89.92
72.18
75.45
77.41
75.1
69.54
72.02
77.47
80.38
77.29
75.16
72.97
72.62
72.48
84.51
83.73
97.9
88.32
89.82
88.3
89.38
91.5
79.38
90.52
91.57
92.85
79.29
67.18
66.18
67.14
70.33
67.49
56.34
58.6
56.96
84.43
90.93
100.95
80.55
80.09
69.16
64.8
52.81
52.64
50.41
61.67
56.5
80.93
85.2
84.82
68.79
52.25
63.65
90.43
97.93
86.44
50.42
45.71
59.5
64.01
61.99
57.6
75.33
81.14
78.47
67.75
61.76
77.52
94.19
104.9
131.41
120.23
154.11
121.07
106.3
81.99
80
83.29
86.84
89.02
103.79
104.1
108.06
87.86
81.06
68.07
109.43
98.26
111.25
89.42
133.26
129.49
152.56
101.36
112.65
105.49
111.06
115.49
90.51
88.94
62.01
51.41
88.03
88.71
130.21
117.88
135.13
99.87
83.49
73.9
93.27
88.13
73.33
84.77
90.19
120.66
126.97
147.79
120.27
115
82.31
110.23
86.01
88.69
60.99
88.62
97.15
113.75
94.52
87.32
75.04
75.04
77.32
88.72
117.94
133.85
120.25
76.68
91.47
136.49
130.9
96.38
69.04
110.74
145.26
144.46
101.96
74.42
105.11
120.44
115.02
88.68
97.74
93.78
71.31
51.78
74.74
71.16
74.05
82.47
85.6
80.06
64.54
68.4
87.71
80
88.66
68.72
102.68
99.91
101.87
69.62
77.65
73.06
114.93
115.69
152.78
113.17
113.96
77.03
76.89
56.57
103.46
91.43
89.77
43.64
66.13
102.88
153.83
130.67
135.94
95.66
108.24
78.89
76.11
69.43
76.2
101.55
99.27
81.16
85.16
103.18
147.29
125.33
105.99
84.81
84.63
92.7
85.28
81.52
88.31
89.13
121.78
118.46
139.76
96.86
94.56
55.9
54.82
55.98
67.91
98.11
89.93
84.74
95.87
111.35
142.14
110.96
93.92
95.63
93.78
94
57.57
58.12
64.87
70.88
76.94
79.86
88.41
74.88
79.57
84.69
103.67
94.93
71.19
53.46
48.82
63.7
99.41
127.8
116.3
110.73
109.91
143.17
114.78
104.95
89.65
100.36
87.98
83.07
67.88
67.88
51.99
62.49
71.71
76.24
68.23
54.98
50.28
81.12
82.48
95.71
76.7
75.34
61.45
99.05
93.95
112.01
98.54
102.63
99.89
63.7
75.67
78.62
78.22
68.78
55.39
61.92
57.68
60.5
53.23
75.91
84.22
89.62
69.38
58.38
54.35
63.92
62.11
75.17
89.82
91.98
127.46
104.73
100.8
48.49
45.79
58.4
59.63
89.5
81.96
97.74
72.99
88.12
123.42
120.08
104.79
56.37
60.11
95.14
91.7
131.37
91
105.33
58.9
71.65
58.88
83.12
89.14
98.91
75.83
102.73
98.14
99.56
59.81
54.39
62.76
58.5
65.09
61.22
88.84
89.33
97.63
75.04
84.77
75.75
77.51
62.19
69
94.04
103.22
90.88
60.28
73.13
88.5
90.25
71.98
74.44
87.27
87.27
77.92
80.12
102.73
94.77
79.32
81.67
105.24
144.58
115.79
119.85
92.96
111.76
93.74
107.53
91.23
82.86
64.41
84.62
92.85
80.87
94.69
129.54
134.6
109.98
62.75
81.82
71.63
92.86
72.28
71.82
66.59
107.93
137.63
125.59
90.82
94.75
95.98
126.18
102.56
144.61
135.96
124.86
78.1
69.4
66.23
76.51
53.2
64.79
64.92
93.74
102.5
94.48
115.48
109.55
135.3
107.43
115.31
97.2
126.76
108.15
103.56
64.22
87.85
84.56
78.68
74.46
72.68
74.13
56.3
57.86
52.07
50.86
50.04
73.18
98.93
102.77
109.69
79.73
106.54
77.97
120.64
100.65
102.3
81.08
114.59
113.72
119.08
79.76
79.42
94.66
130.56
136.76
96.05
100.96
140.67
156.51
113.09
91.36
79.21
74.82
58.62
73.44
73.02
69.17
57.86
60.63
51.72
47.3
45.72
55.57
63.6
65.62
85.1
79.38
79.16
49.97
94.15
132.6
144.95
101.01
59.55
65.9
80.95
102.19
95.71
89.74
107.1
108.65
136.22
111.02
103.31
64.54
70.34
71.92
86.33
99.11
104.95
93.94
102.83
113.97
109.88
69.81
47.13
44.87
91.56
89.74
126.72
89
126.89
90.78
95.77
75.67
89.82
76.58
64.98
93.68
93.5
90.16
49.39
50.18
60.41
85.1
90.75
93.08
67.41
64.25
52.91
59.66
92.56
117.93
130.62
102.96
73.87
54.43
54.22
57.4
63.48
57.75
57.35
48.17
65.23
64.84
83.56
109.31
119.1
128.44
101.75
96.49
109.42
112.1
156.11
119.15
96.51
70.94
105.59
119.32
134.3
114.35
150.32
110.26
109.42
78.81
95.78
79.65
78.82
78.25
79.3
75.08
66.63
66.46
65.57
92.85
90.61
87.46
60.08
79.49
87.35
78.6
74.4
58.48
60.45
61.35
59.38
73.28
63.03
67.6
56.81
58.89
59.5
58.59
67.72
91.01
109.43
128.49
105.42
85.47
88.73
83.27
91.16
68.46
86.04
77.17
76.06
72.03
74.63
74.82
83
83.25
95.51
83.34
114.43
91.82
98.37
104.9
101.48
96.05
60.03
76.58
74.07
85.6
82.11
77.47
68.74
81.35
79
70.88
57.94
57.32
57.4
58.63
73
90.76
81.74
74.34
64.02
66.56
68.91
69.8
68.72
68.94
74.25
78.26
82.14
78.96
76.5
74.15
77.65
81.31
83.21
69
69
70.07
83.05
82
79.16
65.65
67.18
64.75
89.7
87.07
78.09
67.4
94.26
116.12
115.37
91.48
83.54
83.4
79.66
73.91
90.89
79.4
81.41
61.48
61.3
64.43
67.83
68.42
65.06
64.19
74.19
75.01
69.74
74.23
76.19
82.03
82.36
113.9
113.61
127.25
98.7
99.74
85.3
82.17
82.48
82.48
69.61
66.65
63.97
76.69
66.02
57.49
45.22
45.3
43.03
60.43
62.18
78.79
97.34
107.37
109.21
75.03
72.64
58.76
75.83
67.34
79.97
100.84
150.34
141.74
112.85
101.11
93.94
97.15
67.55
104.31
112.19
103.71
64.41
52.59
69.75
81.79
85.11
66.7
58.45
85.32
112.12
123.25
91.52
65.12
58.06
70.4
80.54
83.28
79.37
78.34
84.36
81.71
81.39
75.37
73.14
76.01
77.08
77.79
80.29
82.61
70.22
62.74
70.87
83.26
89.08
68.07
72.83
67.28
77.22
59.74
63.81
59.74
81.81
83.15
91.9
89.45
86.33
80.19
71.66
82.91
105.43
96.41
87.33
66.51
75.52
74.15
74.15
75.78
77.42
71.38
72.43
99.15
114.35
108.84
78.63
59.68
56.42
58.75
63.99
61.56
64.58
68.09
73.89
70.62
69.25
68.86
66.47
66.67
67.07
68.64
68.74
68.34
69.4
72.92
74.83
72.5
70.38
72.66
74.63
65.07
66.54
63.6
71.07
65.71
66.78
62.25
55.65
58.76
67.37
78.43
71.95
86.04
77.88
84.77
58.54
62.34
50.71
62.97
64.15
63.14
62.23
75.57
88.48
76.69
55.18
76.48
79.02
89.13
67.69
77.33
67.31
67.73
68.68
74.88
87.97
87.56
91.9
78.82
78.55
78.01
77.06
65.41
66.94
69.39
69.11
69.56
66.47
77.5
69.18
89.23
89.86
96.33
78.61
79.14
78.62
76.17
74.4
73.66
74.29
96.32
113.13
115.87
97.04
71.95
72.12
63.8
66.29
67.3
77.04
73.33
65.47
67.43
76.69
76.23
59.41
74.51
69.86
85.76
87.71
121.77
132.48
105.95
84.35
64.44
80.14
113.73
112.67
115.97
79.78
87.57
76.94
96.49
104.23
114.87
107.75
87.04
81.99
57.43
70.41
59.28
64.09
52.1
60.67
56.28
61.54
55.21
65.22
75.92
79.77
83.71
66.08
65.32
60.33
59.93
57.82
48.17
50.79
53.54
62.98
70.53
70.31
77.25
76.92
80.59
77.61
81.38
81.82
81.1
81.1
81.25
82.28
82.57
87.84
87.84
88.3
120.34
139.01
124.97
84.91
63.24
73.9
73.9
73.3
72.39
71.9
72.99
76.99
72.52
62.78
50.1
45.28
61.95
71.67
79.82
71.8
60.81
61.59
61.59
62.2
51.57
43.11
60.23
60.72
84.51
80.43
98.6
79.55
74.12
65
64.76
76.57
91.23
99.72
98.63
80.2
71.16
61.73
65.61
78.76
81.63
84.36
77.19
93.3
89.08
79
52.27
56.76
55.22
96.11
97.39
99.23
84.71
108.94
107.96
99.63
76.33
102.23
130.63
125.85
136.22
90.57
84.52
50.74
51.5
49
77.21
78.5
80.99
59.12
62.94
61.14
70.23
71.03
82.73
79.12
72.47
63.07
69.21
68.28
68.22
92.53
123.68
166.8
132.65
110.63
65.33
72
113.51
114.23
97.76
56.85
56.13
66.19
60.69
63.54
63.28
85.57
86.89
117.69
132.84
129.45
88.46
76.69
78.9
81.69
55.37
52.64
50.08
61.3
96.92
143.99
139.82
104.2
73.95
80.44
78.18
61.69
55.89
55.56
76.28
76.28
98.41
83.85
71.88
63.45
73.78
81.81
75.36
57.51
59.62
68.63
69.46
70.34
65.26
64.6
54.91
45.15
59.47
57.02
63.82
57.96
70.63
79.76
80.19
75.52
70.75
67.04
86.65
88.52
93.27
78.06
63.91
65.71
63.2
74.08
75.09
65.53
67.9
65.71
65.56
60.7
62.17
75.08
78.05
78.78
66.9
90.44
83.28
97.77
94.28
105.76
99.01
79.87
72.38
91.04
101.63
105.57
78.79
91.31
78.06
100.09
95.71
97.49
77.92
50.95
48.7
72.36
86.95
86.51
59.66
59.46
72.27
82.37
75.83
74.87
65.17
61.88
54.36
62.5
89.78
103.18
147.82
152.08
137.1
113.53
124.71
125.46
97.65
68.17
67.99
68.43
48.44
72.87
115.97
115.69
89.89
59
104.05
138.68
172.47
139.26
103.5
55.67
42.8
44.45
88.7
101.13
129.78
91.64
79.05
66.9
65.63
88.93
80.08
83.19
74.28
66.97
59.38
60.04
57.32
88.53
76.7
96.71
74.73
74.27
59.19
69.05
82.03
106.2
104.31
101.72
72.1
79.71
81.11
103.87
113.35
109.29
98.96
78.19
77.84
74.56
72.42
72.42
64.86
63.02
54.07
68.25
90.73
111.77
129.7
97.61
75.11
46.39
49.85
82.41
91.44
94.26
69.06
88.76
115.89
108.16
82.17
82.17
85.25
78.64
56.8
75.56
107.71
105.41
104.45
94.76
88.89
110.82
126.42
150.48
109
75.31
74.63
85.7
104.92
78.15
77.37
76.24
86.43
87.33
75.81
76.17
77.59
78.39
80.23
78.82
71.44
62.27
72.08
99.43
117.22
107.15
90.97
70.51
82.75
87.35
96.52
83.28
69.65
70.85
61.75
63.91
64.04
87.27
89.14
88.64
74.39
74.77
76.9
66.2
64.73
53.43
64.25
65.85
90.92
89.23
86.95
87.62
103.75
103.97
78.27
62.57
75.75
86.44
88.46
75.85
87.7
88.92
90.54
91.13
104.86
106.4
108.3
107.66
105.97
91.1
77.06
78.59
77.57
76.08
73.42
71.6
69.47
69.47
72.18
87.46
86.1
83.94
82.85
86.44
88.61
75.96
74.74
76.27
77.81
77.3
90.78
92.68
94.56
80.5
80.5
78.88
75.64
73.25
65.73
71.95
84.08
90.16
86.22
75.77
75
64.42
74.33
90.97
112.68
99.92
84.16
71.09
68.9
67.91
110.88
129.93
141
95.52
78.56
111.22
134.67
134.25
91.28
68.47
66.45
66.56
79.21
80.32
79.55
69.22
80.53
80.22
93.37
93.6
92.33
77.95
67.54
68.91
70.02
87.19
87.09
86.31
70.98
82.04
80.81
122.48
115.87
129.81
104.47
114.61
106.26
89.81
96.75
95.86
96.37
78.3
65.29
65.29
105.78
107.92
108.58
67.17
77.61
80.14
68.26
68.54
66.85
78.6
89.6
88.23
89.42
77.47
78.98
80.6
70.49
62.99
55.89
58.03
68.8
87.97
93.78
81.59
55.6
45.97
52.37
53.29
55.51
79.55
130.41
165.35
134.29
97.91
73.07
77.42
77.25
64.66
60.88
52.91
66.21
64.77
56.86
67.86
77.43
83.44
68.92
65.79
66.65
57.45
48.61
54.14
65.1
87.94
88.34
99.71
85.93
102.13
89.55
93.32
76.33
77.04
63.42
76.8
67.84
81.61
69.03
79.81
84.89
81.54
78.45
72.93
75.35
75.8
66.54
85.54
88.76
112.94
91.84
88.97
74.78
77.4
76.94
85.97
85.83
97.6
83.73
82.84
87.06
88.13
88.38
75.29
66.79
68.68
66.83
77.41
76.84
77.6
77.87
68.85
83.99
74.13
82.87
66.61
77.31
78.74
80.67
79.97
79.67
78.99
90.13
82.87
111
91.41
87.37
59.38
65.68
97.43
90.6
112.85
85.4
128.19
133.44
131.01
85.56
63.09
81.59
79.27
78.77
76.09
91.54
92.73
87.58
75.59
60.85
62.38
68.1
68.71
73.02
65.02
77.18
82.61
90.61
92.77
74.92
83.62
68.43
66.6
56.39
92.67
103.53
98.39
72.24
87.25
92.97
93.87
73.9
91.36
79.87
81.75
87.94
93.97
107.52
87.83
86.88
82.59
76.26
81.51
80.19
111.37
146.26
144.79
140.07
96.99
79.87
47.12
46.7
63.13
94.23
144.87
131.15
150.61
98.27
104.88
66.96
79.81
119.14
139.69
126.25
87.64
79.67
108.31
107.73
96.75
121.04
147.08
134.97
92.46
86.12
97.92
99.28
86.54
77.12
75.3
91.25
138.99
158.03
138.29
123.52
135.13
136.62
115.9
106.2
92.74
94.49
63.4
70.48
70.68
89.18
88.46
78.83
70.82
82.63
104.26
101.23
91.99
75.68
100.97
122.77
116.87
135.51
105.62
115.44
77.53
96.75
91.22
114.19
142.11
132.97
129.27
80.15
79.52
47.19
44.89
56.11
57.82
88.91
89.22
88.56
74.75
70.58
75.02
65.12
79.95
83.12
77.67
96.38
95.31
104.15
77.54
98.01
106.66
91.14
94.17
88.79
121.53
141.42
135.84
117.89
85.42
98.56
105.75
108.5
89.3
66.44
57.97
107.86
118.79
117.69
77.2
66.19
80.55
81.54
92.3
70.89
68.59
59.24
54.02
65.91
63.5
74.06
59.61
99.44
118.62
128.55
98.09
121.65
133.64
124.43
73.15
55.08
65.6
85.68
84.5
85.09
73.79
72.71
74.53
75.89
